id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,fullParkedAmountUSD,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
311762,2395210,2028,,financial,2024-05-30T18:23:12.818Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Returnees crisis,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,2000000,CHF,Traditional aid,,commitment,2024-05-30T18:23:12.818Z,1,incoming,single,7F-11343,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,49,2028,single,,,,4,Emergency Shelter and NFI,single,,,,36,Burkina Faso,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,49,2028,single,,,,,,,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311791,718563,2028,,financial,2024-05-30T18:55:40.640Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Mine Action,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,600000,CHF,Traditional aid,,commitment,2024-05-30T18:55:40.640Z,1,incoming,single,7F-11362,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,49,2028,single,,,,15,Protection - Mine Action,single,,,,153,Myanmar,single,,,,5298,Danish Refugee Council,single,NGOs,International NGOs,International Actors,49,2028,single,,,,,,,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311801,239521,2028,,financial,2024-05-30T19:07:29.053Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Small Humanitarian Actions,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,200000,CHF,Traditional aid,,commitment,2024-05-30T19:07:29.053Z,1,incoming,single,7F-11373,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,49,2028,single,,,,6,Food Security,single,,,,152,Mozambique,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,49,2028,single,,,,,,,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311802,748503,2028,,financial,2024-05-30T19:09:41.108Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Multi-Hazard,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,625000,CHF,Traditional aid,,commitment,2024-05-30T19:09:41.108Z,1,incoming,single,7F-11381,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,49,2028,single,,,,2,Early Recovery,single,,,,175,Peru,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,49,2028,single,,,,,,,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311813,598802,2028,,financial,2024-05-30T19:18:18.903Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Tchad-UNHAS-Accès aux bénéficiaires,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,500000,CHF,Traditional aid,,commitment,2024-05-30T19:18:18.903Z,1,incoming,single,7F-11388,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,49,2028,single,,,,26480,Coordination and support services,single,,,,44,Chad,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,49,2028,single,,,,,,,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
313611,430967,,,financial,2024-06-22T03:40:54.543Z,2021-01-20T00:00:00Z,2021-01-20T00:00:00Z,Qatar Scholarship Program/EAA/ Al Quds BARD,earmarked,,2024-06-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2024-06-22T03:40:54.543Z,1,incoming,single,,,181,Qatar,single,,,,7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,42,2021,single,,,,3,Education,single,,,,171,Occupied Palestinian Territory,single,,,,14309,Al-Quds Bard College,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,49,2028,single,,,,,,,,,,Primary,Education Above All Foundation,Email,2024-06-12T00:00:00.000Z
313638,3257055,,,financial,2024-06-22T04:04:03.601Z,2023-09-05T00:00:00Z,2023-09-05T00:00:00Z,Zero-Out-of-School Children in Rwanda,earmarked,,2024-06-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2024-06-22T04:04:03.601Z,1,incoming,single,,,181,Qatar,single,,,,7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,44,2023,single,,,,3,Education,single,,,,185,Rwanda,single,,,,2849,Save the Children,single,NGOs,International NGOs,International Actors,49,2028,single,,,,,,,,,,Primary,Education Above All Foundation,Email,2024-06-12T00:00:00.000Z
322405,2849346,2023,,financial,2024-09-27T09:28:42.918Z,2023-09-21T00:00:00Z,2023-09-21T00:00:00Z,"Education	Increase education access to primary schoolers and their welfare, especially for displaced children and their hosts in conflict-affected regions of Burkina Faso
---- USAID",earmarked,,2024-09-27T00:00:00Z,Standard,USAID,TRUE,,,Traditional aid,,paid,2024-09-27T09:28:42.918Z,1,incoming,single,72068523CA00002,,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,44,2023,single,,,,3,Education,single,,,,36,Burkina Faso,single,,,,2849,Save the Children,single,NGOs,International NGOs,International Actors,49,2028,single,,,,,,,,,,Primary,Save the Children,Email,2024-09-27T00:00:00.000Z
323249,0,,323250|323251|323252|323253|323254|323255,financial,2024-10-02T14:39:47.936Z,2024-07-26T00:00:00Z,2024-07-26T00:00:00Z,Climate Resilient Agri-Food Systems Transformation Program (CRAFT),earmarked,,2024-10-02T00:00:00Z,Parked,Multiyear,TRUE,,,Traditional aid,,commitment,2024-11-08T11:57:55.204Z,1,incoming,shared,UTF/SSD/044/SSD,39600000,211,South Sudan,single,,,,1920,"Republic of South Sudan, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,26512,Agriculture,single,,,,211,South Sudan,single,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,45; 46; 47; 48; 49; 50,2024; 2025; 2026; 2027; 2028; 2029,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,Primary,Food and Agriculture Organization of the United Nations,Email,2024-10-02T00:00:00.000Z
323254,6936974,,,financial,2024-10-02T14:46:35.884Z,2024-07-26T00:00:00Z,2024-07-26T00:00:00Z,Climate Resilient Agri-Food Systems Transformation Program (CRAFT),earmarked,,2024-10-02T00:00:00Z,Standard,Multiyear,TRUE,,,Traditional aid,323249,commitment,2024-11-08T11:57:41.480Z,1,incoming,single,UTF/SSD/044/SSD,,211,South Sudan,single,,,,1920,"Republic of South Sudan, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,26512,Agriculture,single,,,,211,South Sudan,single,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,49,2028,single,,,,,,,,,,Primary,Food and Agriculture Organization of the United Nations,Email,2024-10-02T00:00:00.000Z
329246,0,2024,320739|320738|320737|329247|329248|329249|329250,financial,2024-11-25T12:46:51.539Z,2024-08-08T00:00:00Z,2024-08-09T00:00:00Z,WFP South Sudan Response,earmarked,0.779,2024-11-25T00:00:00Z,Parked,Multiyear,TRUE,0,GBP,Traditional aid,,paid,2024-11-25T12:48:40.162Z,1,incoming,shared,301568-401,136521181,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,,,,,,,211,South Sudan,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,45; 46; 47; 48; 49,2024; 2025; 2026; 2027; 2028,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,Primary,World Food Programme,Email,2024-11-25T00:00:00.000Z
329250,9969953,2024,,financial,2024-11-25T12:48:40.034Z,2024-08-08T00:00:00Z,2024-08-08T00:00:00Z,contributions not used in the HRP,earmarked,0.779,2024-09-13T00:00:00Z,Standard,Multiyear,TRUE,7766593,GBP,Traditional aid,329246,paid,2024-11-25T12:48:40.034Z,1,incoming,single,70003027	301568-401 	 UK -C-00560-01 	 SS02,,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,6,Food Security,single,,,,211,South Sudan,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,49,2028,single,,,,,,,,,,Primary,World Food Programme,Email,2024-09-13T00:00:00.000Z
329251,8532722,2024,,financial,2024-11-25T12:54:50.924Z,2024-08-23T00:00:00Z,2024-08-23T00:00:00Z,HAC-SOUTH SUDAN	The United Kingdom	South Sudan	South Sudan: South Sudan Humanitarian Assistance and Resilience Programme (SSHAR	Cross-Sectoral (two or more outcome areas,earmarked,0.759,2024-11-21T00:00:00Z,Standard,,TRUE,6476336,GBP,Traditional aid,329252,paid,2024-11-25T12:54:50.924Z,2,incoming,single,SM240392	301568-402,,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,9,Nutrition,single,,,,211,South Sudan,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,49,2028,single,,,,,,,,,,Primary,United Nations Children's Fund,Email,2024-11-21T00:00:00.000Z
329252,0,2024,328608|328607|328605|329251|328606,financial,2024-11-25T12:54:50.566Z,2024-11-25T00:00:00Z,2024-08-23T00:00:00Z,Responding to humanitarian needs while building resilience of the most vulnerable children and women in South Suda,earmarked,0.759,2024-11-25T00:00:00Z,Parked,Multiyear,TRUE,0,GBP,Traditional aid,,paid,2024-12-18T19:39:41.785Z,1,incoming,shared,301568-402,31831357,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,,,,,,,211,South Sudan,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,45; 46; 47; 48; 49,2024; 2025; 2026; 2027; 2028,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,Primary,"United Kingdom, Government of",Email,2024-11-25T00:00:00.000Z
329253,0,2024,329235|329255|329256|329257|329254,financial,2024-11-25T12:57:35.026Z,2024-11-25T00:00:00Z,2024-09-23T00:00:00Z,Provide lifesaving support for vulnerable people and strengthen equity and sustainability of services in south sudan,earmarked,0.7478,2024-11-25T00:00:00Z,Parked,Multiyear,TRUE,0,GBP,Traditional aid,,paid,2024-12-18T19:39:29.393Z,1,incoming,shared,301568-403,31278417,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,,,,,,,211,South Sudan,single,,,,2986,International Organization for Migration,single,Multilateral Organizations,UN Agencies,International Actors,45; 46; 47; 48; 49,2024; 2025; 2026; 2027; 2028,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,Primary,"United Kingdom, Government of",Email,2024-11-25T00:00:00.000Z
329257,6017652,2024,,financial,2024-11-25T12:59:22.612Z,2023-12-07T00:00:00Z,2024-09-23T00:00:00Z,Provide lifesaving support for vulnerable people and strengthen equity and sustainability of services in south sudan,earmarked,0.7478,2024-11-25T00:00:00Z,Standard,Multiyear,TRUE,4500000,GBP,Traditional aid,329253,paid,2024-11-25T12:59:22.612Z,1,incoming,single,301568-403,,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,26479,Multi-sector,single,,,,211,South Sudan,single,,,,2986,International Organization for Migration,single,Multilateral Organizations,UN Agencies,International Actors,49,2028,single,,,,,,,,,,Primary,"United Kingdom, Government of",Email,2024-11-25T00:00:00.000Z
329258,0,2024,329232|329259|329260|329261|329262,financial,2024-11-25T13:01:46.821Z,2024-11-25T00:00:00Z,2024-10-16T00:00:00Z,Multi-Sector - GBV Programming	GBV prevention and response to conflict affected populations in south sudan,earmarked,0.76,2024-11-25T00:00:00Z,Parked,Multiyear,TRUE,0,GBP,Traditional aid,,paid,2024-12-18T19:39:09.417Z,1,incoming,shared,301568-405,10073080,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,,,,,,,211,South Sudan,single,,,,8605,International Medical Corps UK,single,NGOs,International NGOs,International Actors,45; 46; 47; 48; 49,2024; 2025; 2026; 2027; 2028,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,Primary,"United Kingdom, Government of",Email,2024-11-25T00:00:00.000Z
329262,975746,2024,,financial,2024-11-25T13:03:31.362Z,2024-11-25T00:00:00Z,2024-10-16T00:00:00Z,South Sudan HRP 2024	N/A	Multi-Sector - GBV Programming	GBV prevention and response to conflict affected populations in south sudan,earmarked,0.76,2024-05-29T00:00:00Z,Standard,Multiyear,TRUE,741567,GBP,Traditional aid,329258,paid,2024-11-25T13:03:31.362Z,1,incoming,single,301568-405,,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,13,Protection - Gender-Based Violence,single,,,,211,South Sudan,single,,,,8605,International Medical Corps UK,single,NGOs,International NGOs,International Actors,49,2028,single,,,,,,,,,,Primary,"United Kingdom, Government of",Email,2024-05-29T00:00:00.000Z
334221,80645,,,in kind,2024-12-17T12:38:30.607Z,2024-12-17T00:00:00Z,2021-12-21T00:00:00Z,"Supporting poor farmers with equipment, grain and agricultural requirements",earmarked,0.31,2024-12-05T00:00:00Z,Standard,,FALSE,25000,KWD,Traditional aid,,paid,2024-12-17T12:38:30.607Z,1,outgoing,single,Ministry of Foreign Affairs system number-4673,,120,Kuwait,single,,,,14712,Al-Salam Association for humanitarian and charitable works,single,NGOs,International NGOs,International Actors,49,2028,single,,,,26481,Other,single,,,,229,Türkiye,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,43,2022,single,,,,,,,,,,Primary,Al-Salam Association for humanitarian and charitable works,Email,2024-12-05T00:00:00.000Z
335841,0,,335842|335843|335844|335845,financial,2025-01-14T07:34:28.017Z,2025-01-14T00:00:00Z,2024-12-12T00:00:00Z,South Sudan's Green and Resilient Agriculture and Climate Economy (GRACE),unearmarked,0.96,2024-12-19T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2025-01-27T09:52:32.922Z,1,incoming,shared,700002697  UNJP/SSD/043/EC,36666666,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,46,2025,single,,,,6,Food Security,single,,,,211,South Sudan,single,,,,8417,UN Agencies (Confidential),single,Multilateral Organizations,UN Agencies,International Actors,46; 47; 48; 49,2025; 2026; 2027; 2028,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,Primary; Primary,UN Agencies (Confidential); UN Agencies (Confidential),Email; Email,2025-01-10T00:00:00.000Z; 2025-01-27T00:00:00.000Z
335845,7926183,,,financial,2025-01-14T07:47:56.335Z,2025-01-14T00:00:00Z,2024-12-12T00:00:00Z,South Sudan's Green and Resilient Agriculture and Climate Economy (GRACE),unearmarked,0.96,2024-12-19T00:00:00Z,Parked,Multiyear,TRUE,7609136,EUR,Traditional aid,335841,commitment,2025-01-14T07:47:56.335Z,1,incoming,single,700002697  UNJP/SSD/043/EC,7926183,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,46,2025,single,,,,26512,Agriculture,single,,,,211,South Sudan,single,,,,8417,UN Agencies (Confidential),single,Multilateral Organizations,UN Agencies,International Actors,49,2028,single,,,,,,,,,,Primary,UN Agencies (Confidential),Email,2025-01-10T00:00:00.000Z
338615,0,,338616|338617|338618|338619,financial,2025-03-01T19:03:13.976Z,2025-03-01T00:00:00Z,2025-02-28T00:00:00Z,Scaling Up Gender-Inclusive and Climate-Resilient Livelihoods Program in Somalia,earmarked,1.4,2025-02-28T00:00:00Z,Parked,Multiyear,TRUE,0,CAD,Cash transfer programming (CTP),,commitment,2025-03-03T05:46:59.561Z,1,incoming,shared,P013883,5000000,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,46,2025,single,,,,6,Food Security,single,,,,206,Somalia,single,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,48; 49; 46; 47,2027; 2028; 2025; 2026,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,Primary,Food and Agriculture Organization of the United Nations,Email,2025-02-28T00:00:00.000Z
338619,1071429,,,financial,2025-03-03T05:42:40.575Z,2025-03-01T00:00:00Z,2025-02-28T00:00:00Z,Scaling Up Gender-Inclusive and Climate-Resilient Livelihoods Program in Somalia,earmarked,1.4,2025-02-28T00:00:00Z,Parked,Multiyear,TRUE,1500000,CAD,Cash transfer programming (CTP),338615,commitment,2025-03-03T05:42:40.575Z,1,incoming,single,P013883,1071429,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,46,2025,single,,,,6,Food Security,single,,,,206,Somalia,single,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,49,2028,single,,,,,,,,,,Primary,Food and Agriculture Organization of the United Nations,Email,2025-02-28T00:00:00.000Z
338704,1111111,2025,,financial,2025-03-12T02:33:01.946Z,2025-03-03T00:00:00Z,2025-03-03T00:00:00Z,Switzerland Contribution to Lebanon Humanitarian Fund (3604) 2028,softly earmarked,0.9,2025-03-05T00:00:00Z,Standard,,TRUE,1000000,CHF,Traditional aid,,commitment,2025-03-12T06:24:10.715Z,2,incoming,single,OCT/CHE/2028/77542/OCHA(CBPF-OCHA)/SYR/84386 7F-10041 .03/81083878,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,46,2025,single,,,,,,,,,,124,Lebanon,single,,,,7983,Lebanon Humanitarian Fund,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,49,2028,single,,,,,,,,,,Primary,Office for the Coordination of Humanitarian Affairs,From OCT-CBPF,2025-03-12T00:00:00.000Z
338868,0,,338869|338870|338871|338872,financial,2025-03-07T19:51:54.096Z,2025-03-07T00:00:00Z,2025-03-06T00:00:00Z,Early warning and response for farmer-pastoralist conflict in South Kordofan,earmarked,1.433,2025-03-07T00:00:00Z,Parked,Multiyear|Global Affairs Canada,TRUE,0,CAD,Traditional aid,,commitment,2025-03-07T20:08:07.867Z,1,incoming,shared,P014741  OSRO/SUD/137/CAN,6629449,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,46,2025,single,,,,6,Food Security,single,,,,212,Sudan,single,,,,8417,UN Agencies (Confidential),single,Multilateral Organizations,UN Agencies,International Actors,46; 47; 48; 49,2025; 2026; 2027; 2028,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,Primary,UN Agencies (Confidential),Email,2025-03-07T00:00:00.000Z
338872,1129449,,,financial,2025-03-07T20:06:55.771Z,2025-03-07T00:00:00Z,2025-03-06T00:00:00Z,Early warning and response for farmer-pastoralist conflict in South Kordofan,earmarked,1.433,2025-03-07T00:00:00Z,Parked,Multiyear|Global Affairs Canada,TRUE,1618500,CAD,Traditional aid,338868,commitment,2025-03-07T20:06:55.771Z,1,incoming,single,P014741  OSRO/SUD/137/CAN,1129449,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,46,2025,single,,,,6,Food Security,single,,,,212,Sudan,single,,,,8417,UN Agencies (Confidential),single,Multilateral Organizations,UN Agencies,International Actors,49,2028,single,,,,,,,,,,Primary,UN Agencies (Confidential),Email,2025-03-07T00:00:00.000Z
339111,0,2025,339112|339119|339120|339121|339122|339123|339124,financial,2025-03-12T02:33:13.014Z,2024-12-03T00:00:00Z,2024-12-03T00:00:00Z,Voluntary contribution to strengthening the international humanitarian system,unearmarked,0.913,2025-03-11T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2025-03-12T06:19:24.171Z,1,incoming,shared,S03-313.00#00128#0018-24,15881709,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,45; 46; 47; 48; 49; 50; 51,2024; 2025; 2026; 2027; 2028; 2029; 2030,shared; shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,1; 19; 124; 162; 251,Afghanistan; Bangladesh; Lebanon; Niger; Global,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,12593,Women's Peace and Humanitarian Fund,single,Pooled Funds,Other Pooled Funds,Pooled Funds,45; 46; 47; 48; 49; 50; 51,2024; 2025; 2026; 2027; 2028; 2029; 2030,shared; shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,Primary,"Germany, Government of",From EDRIS,2025-03-11T00:00:00.000Z
